Battery Capacity (kWh),Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Energy_per_min,SOC_delta (%),Energy_per_min (kW),Vehicle Model_BMW i3,Vehicle Model_Chevy Bolt,Vehicle Model_Hyundai Kona,Vehicle Model_Nissan Leaf,Vehicle Model_Tesla Model 3,Charger Type_DC Fast Charger,Charger Type_Level 1,Charger Type_Level 2,User Type_Casual Driver,User Type_Commuter,User Type_Long-Distance Traveler
75.0,16.56106432522506,3.5909657181461028,19.76909871755716,25.775415389763285,69.2012290988145,159.2316102189639,34.11034863859677,7.0,0.07686448727676795,43.42581370905121,0.07686448727676795,False,False,False,True,False,False,False,True,False,True,False
100.0,27.354317884610715,2.703286127534274,11.112498841670842,10.677153729384765,72.40347015226732,247.6594369214761,-8.30213689912669,1.5352340877952697,0.16864855459924488,61.726316422882554,0.16864855459924488,False,False,False,True,False,True,False,False,False,False,True
97.681812229825,24.726937680708804,3.4586802787724484,49.40273861566977,67.59197091077596,89.94222936485875,237.3064209427689,4.41532961880046,7.0,0.11915401100852291,22.35025845408279,0.11915401100852291,True,False,False,False,False,True,False,False,False,True,False
50.0,23.824040473705303,0.8482182678183041,6.614280124746195,57.59519511951953,74.96195034708379,22.00682916343814,18.40570905025936,6.0,0.4681192993517054,17.366755227564255,0.4681192993517054,False,False,True,False,False,False,False,True,True,False,False
75.0,49.19642958971384,2.5628173042684104,19.194882837079632,49.02423910950519,64.48187393759193,298.18812231836336,39.95893731677202,4.257936702758294,0.3199371612624412,15.45763482808674,0.3199371612624412,True,False,False,False,False,True,False,False,False,False,True
100.0,68.44712632026376,2.0714292092234388,49.71030696901287,19.23313912730544,74.00615088095063,280.91546822652094,3.580839953900103,5.0,0.5507238353072821,54.77301175364519,0.5507238353072821,False,False,False,False,True,True,False,False,False,True,False
75.0,56.59325685914933,3.153257254972797,45.81173100244055,29.207671702279008,85.00810624066354,186.15573210131024,12.333415373869066,0.0,0.2991259105691413,55.80043453838453,0.2991259105691413,True,False,False,False,False,True,False,False,True,False,False
100.0,16.136238725396332,1.306927271746284,21.517815048554308,23.603991432132744,88.2000728013921,35.50388319357353,39.38401391534167,1.0,0.2057783305191814,64.59608136925935,0.2057783305191814,True,False,False,False,False,False,False,True,True,False,False
62.0,60.06708508895625,0.9991001884039166,7.651570046980447,22.881466625938916,51.43427868199236,46.35755886056615,13.991597483206988,1.0,1.0020197137738953,28.552812056053444,1.0020197137738953,False,False,False,False,True,False,False,True,True,False,False
75.0,57.72437946101146,1.8735815970397776,4.48564710517362,41.87247964240577,79.64797277486439,157.61465400806637,28.429807376567297,1.8091728675018728,0.5134940439940883,37.775493132458614,0.5134940439940883,False,True,False,False,False,True,False,False,False,False,True
75.0,37.37451606078376,2.8916769844807484,18.865801960923783,24.49220858439769,73.38017572592224,76.20353921863803,59.931973865971024,4.0,0.21541430953599988,48.887967141524555,0.21541430953599988,False,False,True,False,False,False,True,False,False,True,False
75.0,73.38661952275571,1.0404523051899732,38.45083190087793,49.27538752823665,94.59708190417813,42.09574394400221,33.92957037271362,6.0,1.1755563607078918,45.321694375941476,1.1755563607078918,False,False,True,False,False,True,False,False,False,False,True
100.0,68.17785003637414,3.2424460582484915,23.31161908295264,17.040420024456118,56.07865100803714,130.37601376208403,-3.191455365646359,2.0,0.3504445348336935,39.03823098358102,0.3504445348336935,False,False,False,True,False,False,False,True,False,False,True
100.0,39.398742356080696,2.3977153605176023,20.46036486895017,28.252298260726327,96.287092238838,111.01653950164392,19.78108389153856,2.941663235080507,0.2738630768052994,68.03479397811168,0.2738630768052994,False,False,False,False,True,False,False,True,False,True,False
85.0,12.049319706245154,1.373881357931789,29.468944357780007,36.636852158024986,66.97610432369274,83.24522142563875,39.41613092437325,4.0,0.14617127886966816,30.33925216566775,0.14617127886966816,True,False,False,False,False,False,True,False,False,True,False
62.0,46.80719594482398,3.877992452581901,16.91833198373123,49.29876550655081,90.97067522699976,210.17109719106028,-0.0390790306437483,1.0,0.20116592333601435,41.67190972044895,0.20116592333601435,False,False,False,False,True,True,False,False,False,True,False
75.0,67.47546614008147,2.1051170788531968,49.60079964847686,63.035941874368895,81.75095350359373,97.4539049287794,3.194124642496231,5.0,0.5342178416733637,18.71501162922484,0.5342178416733637,False,False,False,True,False,False,True,False,False,True,False
62.0,30.710934027103814,1.6336686079712066,6.35266144526304,76.12005335845825,76.68243090588436,18.93451548845076,27.895176779200867,0.0,0.3133125640991392,0.5623775474261095,0.3133125640991392,False,False,True,False,False,False,False,True,False,True,False
100.0,8.713190575944605,2.2095428234972503,49.2753455894196,27.196196012553663,86.89391764029943,170.47505412270155,5.37807958403098,6.0,0.06572393229408292,59.69772162774577,0.06572393229408292,True,False,False,False,False,False,False,True,False,False,True
85.0,9.06588081544948,0.5123781829612861,40.17800199145749,13.873858113381532,93.62842306259267,226.2193631647091,30.69198380180764,2.6163324827383008,0.29489548660630854,79.75456494921114,0.29489548660630854,True,False,False,False,False,True,False,False,True,False,False
100.0,17.769436409407696,3.3140797633169585,34.45824193725993,27.69749248619649,70.51026724863107,166.3114629994677,19.703359179359488,4.0,0.08936335110827681,42.81277476243457,0.08936335110827681,False,True,False,False,False,True,False,False,True,False,False
76.87610037599295,50.26893407436542,1.6783584198879236,36.303372348344666,13.48827068689701,82.69521185847714,133.99209364319893,3.0428293410416227,0.0,0.49918751440591425,69.20694117158013,0.49918751440591425,False,False,False,False,True,True,False,False,True,False,False
100.0,71.28000416235402,2.413754936898993,40.61639923013172,26.156597950855197,89.92458852765273,140.46521317115082,33.05773080632935,5.0,0.4921792395788192,63.76799057679753,0.4921792395788192,False,False,False,True,False,False,False,True,True,False,False
62.0,21.82768817738645,2.082100007126398,26.50712322152529,33.255985091753644,51.50113226723436,48.044387156223145,38.65644395728205,7.0,0.1747249419870714,18.245147175480717,0.1747249419870714,False,False,False,True,False,False,True,False,True,False,False
124.31591138552656,46.1951370011332,0.6505075790560018,47.87752355760527,53.00518532661712,59.90164627311141,25.02725725569419,6.17125670947679,1.0,1.183566456114426,6.896460946494294,1.183566456114426,False,False,True,False,False,False,False,True,False,True,False
100.0,37.06292777850246,1.6090994326029475,15.230062587672052,7.520444726979813,67.79787265012489,98.14598101957088,16.483705935041975,2.0,0.3838889321934557,60.277427923145076,0.3838889321934557,False,False,False,True,False,False,False,True,False,False,True
85.0,67.69516175123809,0.8575824648349768,32.97506874142168,22.48839981099202,86.77766611416524,81.28450037675881,-7.332648303750763,6.0,1.3156200623470957,64.28926630317322,1.3156200623470957,False,False,False,True,False,True,False,False,True,False,False
75.0,61.13047583037784,0.947277208902377,23.281804960483075,34.89904374917877,92.355661174546,58.85531551787028,7.662649708995332,1.0,1.0755471094044118,57.45661742536723,1.0755471094044118,False,False,True,False,False,True,False,False,False,False,True
85.0,22.88203842151127,1.5694707135750048,29.98922250219449,15.67448546968074,96.59770241767578,98.47402709278698,19.21316448676773,3.0,0.2429910311333518,80.92321694799503,0.2429910311333518,False,False,True,False,False,True,False,False,False,True,False
59.83272651224269,12.894887186031896,0.5815047780490367,40.88409889822898,31.54918220388392,97.46254098173988,183.1712811493433,28.637604322914584,2.0,0.3695838702390538,65.91335877785596,0.3695838702390538,False,False,False,True,False,False,True,False,False,False,True
85.0,69.16916705566726,2.285242161327478,5.557358509328086,41.089044871443264,74.39951852877809,276.57481915586186,20.014324466284243,4.0,0.5044627087827421,33.310473657334825,0.5044627087827421,False,False,True,False,False,False,True,False,True,False,False
75.0,31.218889683829406,3.340997592022919,30.02591267156402,39.51761676284298,71.27176463552543,242.48556290631956,39.83142977123109,3.0,0.15573636727729018,31.754147872682452,0.15573636727729018,True,False,False,False,False,False,False,True,False,True,False
100.0,30.651699818598622,1.0288186666188504,28.522353335495254,38.12132999285809,81.19721083979802,12.149516678078117,-4.932743443178868,1.0,0.4965517055811458,43.07588084693993,0.4965517055811458,True,False,False,False,False,True,False,False,True,False,False
75.0,59.9864767329939,3.729365399834844,23.417921150036506,88.09676846371462,96.1305685919979,281.763740323611,15.060622448535312,0.0,0.2680816989026713,8.033800128283275,0.2680816989026713,True,False,False,False,False,False,True,False,False,True,False
62.0,32.83295683246542,3.4086383448749484,44.492366139662046,26.654722048049937,63.71062691853387,279.8982720475401,5.803389498206,1.0,0.16053798961409987,37.05590487048393,0.16053798961409987,False,False,True,False,False,False,False,True,True,False,False
100.0,21.65616411567424,1.8944268875741128,32.95451081519971,78.43462826424621,97.7254403635819,170.55772537142218,10.401511433472187,3.0,0.19052520367083858,19.29081209933568,0.19052520367083858,False,False,False,False,True,False,True,False,True,False,False
62.0,41.01058174547109,3.3669557754635044,45.32010959769544,73.62283683904118,83.05427335844938,103.7883061403116,-4.572249344016912,3.0,0.20300524905580553,9.431436519408194,0.20300524905580553,False,False,False,False,True,False,False,True,False,True,False
75.0,27.84315247164263,2.543139660740745,17.00464384697846,47.99218334647701,85.86518688525221,79.354979042724,7.516861653406636,7.0,0.18247229924402908,37.8730035387752,0.18247229924402908,False,True,False,False,False,False,False,True,True,False,False
50.0,28.440773917754164,1.0796586545757096,42.42512683318396,13.667240803504384,96.3460346157945,398.3647747436511,27.813135549380647,0.0,0.439039595172343,82.67879381229011,0.439039595172343,False,True,False,False,False,False,False,True,False,False,True
75.0,71.61568949106118,3.5150120063589623,31.271844526976924,51.794505043999976,64.55436324971151,16.681445822961763,-1.7198500093383,3.0,0.33957062527573245,12.759858205711538,0.33957062527573245,False,True,False,False,False,False,False,True,True,False,False
85.0,7.930901450146639,2.3423957855284567,44.12212998806049,42.73907176379696,72.96602310099009,55.67750505100865,16.808358267905795,7.0,0.0564301266474301,30.226951337193128,0.0564301266474301,False,False,False,False,True,True,False,False,True,False,False
75.0,55.72920335411825,3.8290118099189465,21.723067323519977,63.40496814289373,68.34785563762274,74.05219273087201,34.66345577088492,0.0,0.24257435129760863,4.942887494729014,0.24257435129760863,False,False,True,False,False,False,False,True,True,False,False
100.0,74.15366015953305,4.123064395584728,31.277429485665618,12.95698801764483,52.98996709630494,91.38484095029033,35.79315361674979,0.0,0.29975140269836714,40.032979078660105,0.29975140269836714,False,False,False,False,True,True,False,False,False,False,True
62.0,41.264155052372864,3.6044547433316194,29.081690927779928,64.41936676135445,73.23718921497326,268.51527775257875,19.63653156666094,6.0,0.19080165143199143,8.817822453618803,0.19080165143199143,False,False,True,False,False,True,False,False,False,False,True
147.39535434081623,65.89318362199285,3.1462506357761653,24.832132237509622,27.38119597524401,64.70149352773214,74.92331106392334,13.419629558552458,6.0,0.34905665637228817,37.32029755248813,0.34905665637228817,True,False,False,False,False,False,True,False,False,False,True
50.0,13.262909019022482,3.069015227098616,47.67047064050836,24.998949637776327,90.02000106419143,220.6738557070498,31.873334471117047,3.0,0.07202586735268479,65.02105142641511,0.07202586735268479,False,True,False,False,False,True,False,False,False,True,False
100.0,36.13726899530781,2.4493464545125736,36.3770757935734,48.61219346503014,95.83119935657344,48.11698069126825,32.30733828974979,1.0,0.2458973557941685,47.2190058915433,0.2458973557941685,False,False,True,False,False,True,False,False,True,False,False
85.0,29.16952953646135,1.837402025783315,28.504564541418848,64.06837901017158,83.78854260869758,241.99817066158312,42.73966105258837,5.0,0.26459033939533816,19.720163598526,0.26459033939533816,False,True,False,False,False,True,False,False,False,False,True
100.0,26.8691096120868,2.463684938333577,12.051836628241116,28.17984729471636,54.56240134495012,289.5682377266553,7.791379352167198,3.0,0.18176776038484938,26.382554050233757,0.18176776038484938,False,False,True,False,False,False,True,False,False,False,True
85.0,17.933479173039434,2.7822095659811867,25.58416841581989,29.951321951186408,76.87588684727461,104.39786671394216,38.36358111720883,7.0,0.10742947734968657,46.92456489608821,0.10742947734968657,False,False,False,True,False,True,False,False,False,True,False
50.0,17.704737472368393,3.462571540834156,19.713679937800947,47.80623479100282,79.3715143442941,258.64567065665085,-9.34537521505764,7.0,0.08521959890010534,31.565279553291276,0.08521959890010534,False,False,False,False,True,True,False,False,False,True,False
85.0,71.18526462073517,1.4256525513794889,10.299799723961698,36.884083700047405,73.96777838001219,276.22249249798386,-4.808919737189906,6.0,0.8321951066297668,37.083694679964786,0.8321951066297668,False,False,False,True,False,False,True,False,False,True,False
50.0,7.515940355911836,3.4168695993661142,10.62138589036472,61.762801965366975,83.20780147452034,126.5918374849966,9.79124268086425,6.0,0.036660946212805266,21.444999509153362,0.036660946212805266,False,True,False,False,False,False,True,False,True,False,False
75.0,64.41904928508166,3.1900131034328947,24.621651183384863,49.17384524132495,62.34186035083323,230.49427175789185,25.32047569840328,2.0,0.33656627311738346,13.168015109508282,0.33656627311738346,False,False,False,False,True,False,True,False,False,False,True
93.27378066607174,15.660564019843829,3.14065016250783,7.702187849236843,30.88322666455972,51.48089291088871,202.14155176693652,29.539063440210768,2.0,0.0831068049051069,20.59766624632899,0.0831068049051069,False,False,True,False,False,True,False,False,False,False,True
100.0,47.52745876259207,3.80489963875978,14.328175525274112,59.93299647263002,81.18398204407661,139.38372692333525,18.979822937317028,3.0,0.20818533678014786,21.25098557144659,0.20818533678014786,False,True,False,False,False,False,False,True,False,True,False
85.0,33.88719708294054,3.625604853300888,18.604260903972325,40.14074746609202,63.34760037685963,267.8436816447363,-4.160747932993171,2.778246565868397,0.1557772126035207,23.20685291076761,0.1557772126035207,False,False,True,False,False,True,False,False,False,False,True
48.46959856054178,47.29002739188249,3.294730867342969,15.408979759429108,28.20501289429486,50.64036663152135,277.49342012825457,7.122847043805255,7.0,0.23922048717553,22.435353737226492,0.23922048717553,False,True,False,False,False,True,False,False,False,False,True
100.0,48.48756787108178,0.5639379356338684,16.75976742648834,35.889037420116495,90.8523127201585,103.91165064214256,0.5341116925185432,7.0,1.433005442835406,54.963275300042,1.433005442835406,False,True,False,False,False,False,False,True,False,False,True
85.0,30.06513890238722,1.2674299555740305,35.87112112811267,13.948323455933185,93.59847436377936,122.76475966549545,33.018171296489285,1.0,0.3953556929670122,79.65015090784618,0.3953556929670122,False,False,False,True,False,True,False,False,False,False,True
85.0,74.10645011572457,2.9654194045690128,32.29091083148934,33.43975255292256,86.90439983944351,179.58852665574395,14.12322245819798,4.0,0.41650348008977517,53.46464728652095,0.41650348008977517,False,False,False,True,False,False,True,False,False,False,True
62.0,45.99296137212069,2.845705702692192,30.603528099327637,34.86960937739784,77.63659352947695,108.66064519821856,3.849914000702734,6.0,0.2693705661399962,42.76698415207911,0.2693705661399962,False,False,True,False,False,False,False,True,False,True,False
75.0,48.28787199679972,2.0735530968912244,34.388042437016395,61.8669056122019,92.68815020624268,208.75457770103316,-8.036309429298335,6.0,0.3881250341840401,30.821244594040785,0.3881250341840401,True,False,False,False,False,False,True,False,False,True,False
93.09486955069778,68.03002486170053,1.5169722905210936,16.395516801190116,50.70024741009175,60.745990617404885,148.08643232831258,34.79282128606109,0.0,0.7474320755757026,10.045743207313137,0.7474320755757026,True,False,False,False,False,False,False,True,True,False,False
85.0,40.24838259933458,3.635489899529857,33.732264264339975,45.02731340187831,77.80287971223682,28.45468192760388,38.96813600946469,6.0,0.18451608866863456,32.775566310358506,0.18451608866863456,True,False,False,False,False,True,False,False,False,True,False
100.0,74.28073484499863,1.0613444684528497,41.34180124259758,66.00513379945605,82.71272303828141,35.47986919070103,4.761855467358831,7.0,1.166456588049427,16.707589238825364,1.166456588049427,True,False,False,False,False,False,False,True,True,False,False
100.0,52.884130298910776,1.2769826575664145,35.525961628694056,30.59535960979457,76.02826980706824,186.8140685808714,19.18928092352464,0.0,0.6902225072721256,45.43291019727367,0.6902225072721256,True,False,False,False,False,False,True,False,False,True,False
50.0,34.96988837156509,2.4966027035075133,19.6515444967108,36.732618067770495,69.40761440444862,249.0598375990517,9.598491187054968,4.0,0.23344982845712287,32.67499633667813,0.23344982845712287,False,False,False,False,True,False,False,True,False,True,False
85.0,55.91756316726556,2.553216595405557,6.638807142566019,46.86961641870514,67.95937767082825,179.0935734839093,15.16931484091992,6.0,0.3650138369765135,21.089761252123104,0.3650138369765135,False,False,False,False,True,True,False,False,False,True,False
100.0,20.25597516487363,1.3517035922154306,3.0234852824803093,79.64988507290505,88.23701957020575,32.00803709196611,36.54506397911559,0.0,0.2497585920652207,8.587134497300696,0.2497585920652207,False,False,False,False,True,False,True,False,True,False,False
50.8706170770115,23.57128153810389,0.8419612388537623,49.78371903386572,51.0715257268038,79.00243296681866,267.3473926242877,-3.0896176819195844,3.0,0.4665947482767259,27.93090724001486,0.4665947482767259,False,False,True,False,False,True,False,False,True,False,False
100.0,41.08911136063269,5.2203593752244375,7.854182226306737,10.714395070146608,64.15980029037753,35.4390247539194,-2.5608008235031585,6.644424525023004,0.13118225651807147,53.445405220230924,0.13118225651807147,False,True,False,False,False,False,False,True,False,False,True
58.01213069644658,48.99847458311938,3.7364814721594968,2.5609434336711026,15.600515432835518,98.00224205841444,85.0972668232422,15.56371033278488,6.0,0.21855888999765666,82.40172662557892,0.21855888999765666,False,True,False,False,False,False,False,True,False,False,True
85.0,10.2776080929522,2.361618351806849,45.68669179564876,27.840014483078228,52.20550797473095,39.27594025704913,35.09405876525552,1.8034882416338545,0.07253223963339173,24.36549349165272,0.07253223963339173,False,False,False,False,True,False,False,True,False,False,True
85.0,45.57396766460627,3.265855665654016,11.089826996423842,45.70606019537613,87.23241204777877,217.58992772592956,-9.09046835864223,1.0,0.23257798430333512,41.526351852402634,0.23257798430333512,False,False,True,False,False,False,False,True,False,True,False
85.0,14.495687027174723,2.546129258443054,21.24491493482296,30.75797031727749,56.511397317926814,119.35663296927396,-5.598798540488655,0.6749470227894747,0.09488708516470976,25.753427000649324,0.09488708516470976,False,False,False,True,False,False,False,True,False,True,False
75.0,54.64087910335184,3.2496621390652534,19.709488492511117,27.017063596143707,85.53675893440291,130.55196295061603,12.629501276977535,5.0,0.280238769268226,58.519695338259204,0.280238769268226,True,False,False,False,False,False,True,False,False,True,False
75.0,67.89119052685948,3.0072916928991527,9.68468697592609,64.31430157283006,77.58261619096179,32.89268076447516,16.317675470507673,6.0,0.3762587595962442,13.268314618131726,0.3762587595962442,False,True,False,False,False,False,False,True,True,False,False
100.0,22.742594390832505,1.030563727656758,29.635980652736865,76.22513954753002,85.77858051012342,280.9779275184948,-2.910447928547496,4.0,0.36780184444202896,9.553440962593399,0.36780184444202896,False,False,False,False,True,True,False,False,True,False,False
85.0,56.01783153828373,1.0409740232745897,37.85307847614943,18.037296920680053,61.93129743563027,14.723649268668742,11.492756176546411,7.0,0.8968816750115846,43.89400051495022,0.8968816750115846,True,False,False,False,False,False,True,False,False,False,True
100.0,13.87716708884735,0.5212915882023574,9.913419024012205,40.79935581886868,71.37903684865236,136.27861262043376,24.759622240779493,5.0,0.4436789761849641,30.57968102978368,0.4436789761849641,False,False,False,False,True,False,False,True,False,True,False
100.0,47.82436784944839,2.0468743813136925,6.082778486824532,61.57804690727161,97.96189523417006,90.11434022451289,7.166868100746985,2.0,0.3894097286904543,36.383848326898445,0.3894097286904543,True,False,False,False,False,False,True,False,True,False,False
85.0,6.08863208957066,3.284946614350205,4.86831209228205,14.453311424346262,61.79033242153907,54.81602107095647,6.170556621368309,2.0,0.0308915831537547,47.33702099719281,0.0308915831537547,False,False,False,True,False,True,False,False,False,True,False
95.69778086899464,78.83314651875263,2.921583661643124,8.424644632127169,12.48227539344258,78.60859386438283,118.69508311078516,4.7608097846417365,0.0,0.4497169780082913,66.12631847094025,0.4497169780082913,False,False,False,False,True,True,False,False,True,False,False
100.0,63.23651609867501,0.8358451423130647,5.255799991325633,31.1091900831936,50.163546266562506,132.9596225238148,30.790815038255943,2.0,1.260929664628193,19.054356183368906,1.260929664628193,False,False,True,False,False,False,True,False,True,False,False
62.0,47.3146093849059,0.9689769691243776,10.16337295016612,40.48798796741036,98.82353364240996,260.6613918475854,23.72798354443762,5.0,0.8138241136880349,58.335545674999594,0.8138241136880349,False,False,False,False,True,False,True,False,True,False,False
50.0,10.640152157210183,3.0806034583458395,19.167160983415208,66.57606983592258,69.15765779890351,81.3072735238919,20.623514072810465,6.0,0.057565302280761135,2.581587962980933,0.057565302280761135,True,False,False,False,False,False,False,True,False,False,True
85.0,36.15792621947456,3.1018270774146552,46.32809897435823,12.666303598100477,86.88327763624466,87.12429821035957,28.730037319439177,2.0,0.19428294634664087,74.21697403814417,0.19428294634664087,False,False,False,False,True,False,False,True,True,False,False
50.0,8.349591228417406,2.3126750622410013,47.48218948900026,43.32205190716476,62.97068755428872,311.63040806348147,3.0496907704113987,5.0,0.060172678851005426,19.64863564712396,0.060172678851005426,False,True,False,False,False,False,True,False,False,False,True
85.0,55.97943470013186,1.106862482944654,13.79927221343662,2.3259589947386745,71.03902179038346,67.87474828378124,11.442580470841843,5.0,0.8429146282503306,68.71306279564479,0.8429146282503306,True,False,False,False,False,False,True,False,True,False,False
62.0,38.50773758511891,0.9764775412267896,15.809921563951589,37.91329561411469,57.53677417403917,252.97342956956808,21.38432172230572,3.0,0.6572559012594736,19.62347855992448,0.6572559012594736,False,False,False,True,False,True,False,False,False,True,False
85.0,13.105812024979125,0.5690623348394185,14.554415345938793,12.044342771950358,91.06953924455011,201.5628074107787,1.85665782275348,7.0,0.3838423087304781,79.02519647259976,0.3838423087304781,True,False,False,False,False,True,False,False,True,False,False
85.0,12.128018048871455,0.9802518418740852,32.09970635847218,47.72203883616639,62.35988112699489,212.5522238689407,-1.2061704606006334,3.0,0.20620581927335155,14.637842290828502,0.20620581927335155,False,False,False,False,True,False,False,True,False,True,False
85.0,53.58667286183268,3.445384636919679,6.927506568259337,58.07325463341602,92.2658239799593,101.95047923302448,7.377646953805616,6.455612284469378,0.2592195962080906,34.19256934654327,0.2592195962080906,False,True,False,False,False,False,True,False,True,False,False
100.0,17.854873424356434,2.505005630664888,48.38467691618706,43.82063366672827,58.45469784758049,268.9717585141519,19.26489439702416,2.0076405888800446,0.11879463267325623,14.63406418085222,0.11879463267325623,True,False,False,False,False,False,False,True,True,False,False
85.0,62.24807114091579,3.432085658312173,18.589472298830444,78.60469650901624,99.52158491419787,102.9238174711238,20.808674270657335,6.0,0.30228495312637427,20.916888405181638,0.30228495312637427,False,True,False,False,False,False,False,True,False,True,False
85.0,6.961875674256488,2.4227759300549403,22.672767380865302,16.340813424043915,78.75846708787853,86.56483570911978,29.56154848251917,1.0,0.04789186643231053,62.417653663834614,0.04789186643231053,True,False,False,False,False,False,False,True,True,False,False
85.0,75.18617180833594,3.623184645772829,53.174782799295336,17.16005127164052,64.31018702277949,150.0470023654809,24.92336832058132,5.0,0.34585674923696236,47.15013575113897,0.34585674923696236,False,True,False,False,False,False,True,False,True,False,False
50.0,1.7545202338044217,0.7973944310128724,8.430755655329502,27.118106851125184,78.96915418957035,65.88939460451076,25.93608210131172,2.0,0.03667194397081048,51.85104733844516,0.03667194397081048,True,False,False,False,False,False,True,False,True,False,False
81.65318205107059,73.61433544405698,3.665318917813474,3.855782923246637,46.807860636393485,86.59530628854822,162.06302022181248,33.860787696770295,7.0,0.33473365299033425,39.78744565215473,0.33473365299033425,False,True,False,False,False,True,False,False,False,True,False
62.0,6.377874090357831,0.9035194095926008,33.84247374666808,46.18102100188867,99.01491659931033,169.11197877085093,-2.96053409263979,2.0,0.11764871941588266,52.83389559742165,0.11764871941588266,False,False,False,True,False,True,False,False,False,True,False
62.0,51.16182197500394,1.2866745067137464,15.002975608272422,44.27162791405269,90.6684743156528,35.45627590442558,31.917598615028037,1.8880374825335764,0.6627138631156828,46.396846401600115,0.6627138631156828,False,True,False,False,False,True,False,False,True,False,False
75.0,28.22969163134975,1.2186895776866975,23.437410108212934,61.78774867645628,65.21596737627195,91.120578890523,24.32145836328824,7.0,0.38606620515749684,3.428218699815666,0.38606620515749684,False,True,False,False,False,True,False,False,False,True,False
85.0,50.643736597993126,2.2291425495078623,29.633681436250622,31.570698858788976,70.648329638232,195.0011483657776,6.434361447340734,3.0,0.3786488561799541,39.07763077944303,0.3786488561799541,False,False,False,False,True,False,True,False,False,False,True
75.0,57.89799819019454,0.6055648002739363,15.380881327116466,58.602148974027074,77.23174936981644,266.68767329950504,15.72519594516674,7.0,1.5934985588110888,18.629600395789367,1.5934985588110888,False,False,False,True,False,False,True,False,False,False,True
75.0,30.900798344474765,0.670877146738795,40.564403928383314,24.83449931237853,61.27901236228131,13.013883737820478,33.50586024036359,4.0,0.7676715599044929,36.44451304990278,0.7676715599044929,False,False,False,False,True,False,True,False,True,False,False
46.53791149668031,35.348377133007446,3.133547022568186,5.497144232704208,41.20931818354145,98.92265741071633,219.15322185379577,-8.72042463752484,4.0,0.1880104605548927,57.71333922717488,0.1880104605548927,False,True,False,False,False,False,False,True,True,False,False
75.0,11.92593792090742,2.7490297053158925,49.422736981543714,29.33302482996651,88.4323917824992,192.1750239264356,-3.3573743979983828,0.0,0.07230392295534813,59.099366952532684,0.07230392295534813,True,False,False,False,False,False,True,False,True,False,False
